seed,car,arrival_hour,dwell_h,kwh
4542,54,8,3.0,1.2386445984851762
4542,54,7,3.0,3.5802672250695187
4542,54,12,5.0,4.786311398356372
4542,54,18,5.0,12.77386675422174
4542,54,11,3.0,8.58787547507107
4542,55,7,1.0,1.341450858984013
4542,55,6,10.0,3.8565316759159467
4542,55,11,4.0,12.919394714847495
4542,55,12,1.0,38.5178001308044
4542,55,10,8.0,3.8483971594591644
4542,55,8,5.0,12.057763333198427
4542,56,13,13.0,8.205785689958805
4542,56,10,5.0,14.11715959012045
4542,56,12,4.0,13.489488916166758
4542,56,11,2.0,14.32926554128705
4542,56,7,3.0,1.89511908906418
4542,57,15,9.0,3.1853460091525223
4542,57,12,2.0,18.137543649269197
4542,57,11,2.0,18.348420349407064
4542,57,12,10.0,35.56264190142614
4542,57,6,2.0,31.756417256119434
4542,57,13,4.0,2.997106973917921
4542,58,14,9.0,5.252750217076945
4542,58,9,7.0,4.442285045225649
4542,58,6,5.0,0.9977229348679271
4542,58,7,9.0,38.28435443465537
4542,58,22,2.0,1.0720330002690233
4542,59,6,5.0,17.903151862803842
4542,59,9,4.0,34.01252724974026
4542,59,9,6.0,2.3291605645880766
4542,59,7,4.0,4.9793043637655945
4542,59,7,14.0,3.0315733791717765
4542,59,17,5.0,4.164797419587868
4542,60,7,11.0,1.9914117896575845
4542,60,13,14.0,5.437239764307816
4542,60,8,8.0,7.5314478235967215
4542,60,7,4.0,1.5527130261834967
4542,60,8,7.0,11.011270665816859
4542,60,7,10.0,37.03488996888775
4542,61,13,3.0,16.30049907557872
4542,61,7,4.0,1.868784673697722
4542,61,6,14.0,19.150792168232062
4542,61,15,6.0,2.1383999387375217
4542,61,10,14.0,27.05203126928474
4542,62,6,6.0,15.831570135940291
4542,62,7,10.0,40.21803210292817
4542,62,7,3.0,28.000336570871994
4542,62,8,5.0,8.370270630968362
4542,62,14,1.0,3.253654696527819
4542,62,9,4.0,9.226473990485733
4542,63,18,2.0,15.38500465298025
4542,63,5,12.0,8.291039037962928
4542,63,10,9.0,35.089958694154475
4542,63,12,8.0,12.469389950619203
4542,63,7,1.0,30.271526823433515
4542,63,15,14.0,4.4263577863022645
4542,64,11,11.0,9.787553616639487
4542,64,7,2.0,41.220752497166245
4542,64,8,12.0,12.109639915795743
4542,64,6,4.0,13.238167237305765
4542,64,15,6.0,35.494024150292084
4542,65,8,5.0,19.95550759117423
4542,65,8,4.0,8.76742021592062
4542,65,9,1.0,5.166074053514773
4542,65,5,5.0,0.7946782478376013
4542,65,6,2.0,1.823950479131043
4542,66,16,9.0,8.999034968454913
4542,66,7,6.0,38.647555568650034
4542,66,8,1.0,6.156162833581849
4542,66,12,8.0,4.83170433832015
4542,66,17,4.0,20.493010072989502
4542,67,8,6.0,2.0355650500081484
4542,67,10,10.0,1.0822509807755594
4542,67,10,6.0,7.159489925637486
4542,67,9,3.0,29.309911534538223
4542,67,11,2.0,4.633030095761034
4542,68,15,14.0,5.307279456588307
4542,68,12,4.0,5.684997844391073
4542,68,16,8.0,5.556200235117025
4542,68,9,14.0,44.531105463171045
4542,68,7,11.0,7.892340716963841
4542,69,5,5.0,10.603338307670926
4542,69,6,14.0,3.6722998204812085
4542,69,6,5.0,3.0333067248236962
4542,69,11,5.0,12.606846851146964
4542,69,8,2.0,2.184016970500527
4542,70,9,4.0,1.7788292265426617
4542,70,10,3.0,12.19183212311971
4542,70,11,5.0,3.816543607124268
4542,70,6,5.0,6.251592479294357
4542,70,7,2.0,2.841101919159556
4542,70,6,9.0,3.3426744090865927
4542,71,7,4.0,1.0199427455211747
4542,71,14,2.0,3.787779948133302
4542,71,11,2.0,14.115519420178124
4542,71,10,2.0,2.2518088310905355
4542,71,18,8.0,28.126575491848865
4542,71,8,6.0,32.76623534230609
4542,72,14,2.0,3.9572302750217765
4542,72,7,3.0,12.204028200966052
4542,72,14,3.0,10.452703174869358
4542,72,12,3.0,3.120351690564913
4542,72,7,12.0,8.612176166734761
4542,73,14,4.0,43.88571313892211
4542,73,21,1.0,7.316158875680338
4542,73,5,3.0,1.1307883686666167
4542,73,20,8.0,3.4182116657926223
4542,73,6,5.0,2.351175107940199
4542,74,12,4.0,9.186516086576217
4542,74,15,7.0,7.4223372915665635
4542,74,8,12.0,6.628531159695428
4542,74,12,9.0,19.292884982614883
4542,74,8,5.0,1.1595305037480579
4542,74,12,8.0,6.030519468230869
4542,75,15,3.0,7.336793575654505
4542,75,7,5.0,14.255186717905328
4542,75,7,3.0,27.62247823502501
4542,75,9,3.0,1.1683881602514814
4542,75,20,5.0,27.853075568608595
4542,75,13,3.0,4.216954199497134
4542,75,13,6.0,5.62292356714104
4542,76,9,9.0,4.0277182895225065
4542,76,13,5.0,5.1351820077558665
4542,76,14,2.0,4.247502073098754
4542,76,15,14.0,5.222361791018511
4542,76,13,14.0,8.458984115627766
4542,77,7,14.0,7.721835443317273
4542,77,18,9.0,3.030268669751346
4542,77,7,14.0,6.17834296836587
4542,77,16,6.0,2.0205076380194567
4542,77,17,8.0,3.322636827307739
4542,77,10,6.0,3.409367001769913
4542,78,6,8.0,16.456958587104403
4542,78,10,2.0,1.628453877967873
4542,78,13,5.0,9.480814908897896
4542,78,18,3.0,33.33553015965684
4542,78,8,1.0,13.459606331743077
4542,78,13,3.0,26.29922824458268
4542,79,12,3.0,17.449244566088694
4542,79,11,14.0,13.554169014395464
4542,79,5,5.0,43.04941404062161
4542,79,16,4.0,19.027059628121343
4542,79,5,14.0,39.01950275607256
4543,0,7,2.0,12.352880804949509
4543,0,14,6.0,18.12617420398086
4543,0,7,4.0,5.196624759248103
4543,0,6,3.0,5.564558911115033
4543,0,11,14.0,10.087408208927158
4543,1,13,4.0,2.5568852891822176
4543,1,18,12.0,6.991740652828064
4543,1,21,4.0,4.046635820125777
4543,1,20,9.0,22.390923250199755
4543,1,6,5.0,6.387408855969071
4543,2,17,11.0,45.49970625612521
4543,2,10,12.0,8.898340149498555
4543,2,21,2.0,9.37820711679381
4543,2,9,5.0,3.959202169024135
4543,2,7,6.0,24.073151659986152
4543,3,7,3.0,6.772097344461088
4543,3,6,3.0,14.898642236137908
4543,3,7,12.0,15.032889971838907
4543,3,7,2.0,4.474831995669384
4543,3,6,6.0,28.812988250103388
4543,4,16,4.0,10.266098301166165
4543,4,5,12.0,14.580043163938136
4543,4,6,2.0,22.165266108103005
4543,4,12,1.0,9.03162641906759
4543,4,11,2.0,4.06560998882685
4543,5,6,6.0,3.0813156568636266
4543,5,7,5.0,10.9047721542336
4543,5,5,14.0,28.21043262945081
4543,5,7,4.0,11.421238158065684
4543,5,7,3.0,2.679800641943632
4543,6,11,2.0,3.698451863567385
4543,6,6,5.0,1.4790095192189794
4543,6,12,6.0,32.201738453809675
4543,6,8,3.0,13.533625334932156
4543,6,8,6.0,7.507023387070037
4543,6,7,2.0,0.9798214491550312
4543,7,7,5.0,15.63888319211919
4543,7,9,6.0,12.543421779853462
4543,7,14,4.0,1.284868491162415
4543,7,10,14.0,18.179521407690544
4543,7,10,14.0,13.484303262052874
4543,7,16,3.0,32.89613351515882
4543,8,6,5.0,17.266452763600586
4543,8,7,4.0,3.625998106311684
4543,8,9,3.0,41.93897173346553
4543,8,7,14.0,38.18662497923894
4543,8,9,13.0,2.056158984841563
4543,9,8,5.0,6.842263929468126
4543,9,6,4.0,1.1037339588673043
4543,9,20,8.0,23.004374526292843
4543,9,19,11.0,10.867297217420713
4543,9,11,6.0,22.38418091939863
4543,10,11,2.0,11.39551452415667
4543,10,17,3.0,6.63228557173018
4543,10,6,2.0,4.347449648333425
4543,10,6,6.0,7.080208135612439
4543,10,6,6.0,4.621298125434304
4543,10,8,3.0,29.066994482652383
4543,11,7,5.0,26.731309892349213
4543,11,19,4.0,19.538455208644006
4543,11,7,11.0,5.770374146008504
4543,11,9,10.0,7.981612340325084
4543,11,16,9.0,2.475032338980703
4543,12,10,4.0,39.41199881469795
4543,12,6,7.0,40.20388394860337
4543,12,7,6.0,4.747892182398224
4543,12,8,4.0,4.573881430963146
4543,12,9,4.0,6.582283962301134
4543,13,7,12.0,4.310568980923765
4543,13,11,4.0,2.2405326316808267
4543,13,18,4.0,11.660506062536527
4543,13,15,14.0,14.553606854350596
4543,13,19,6.0,4.866073264883546
4543,14,8,8.0,21.15115136877952
4543,14,6,6.0,1.0497827991100204
4543,14,7,14.0,1.9309812397978137
4543,14,7,7.0,40.69446353369623
4543,14,15,3.0,19.55718921039218
4543,15,3,8.0,3.7768050671975772
4543,15,8,3.0,11.548915128451338
4543,15,21,16.0,4.284430006555184
4543,15,15,12.0,4.2374588395424455
4543,16,6,4.0,6.066522447563664
4543,16,21,6.0,19.286373782815115
4543,16,7,3.0,11.391092511829374
4543,16,6,3.0,13.253660837756717
4543,16,8,2.0,9.767221217984048
4543,17,6,5.0,10.127090222772335
4543,17,6,2.0,1.0791488893209102
4543,17,7,3.0,5.388550459104447
4543,17,11,2.0,1.6624114555565028
4543,17,12,3.0,14.41960212454842
4543,17,8,12.0,8.387644813829835
4543,18,19,2.0,9.606978433899819
4543,18,8,14.0,21.762321462104218
4543,18,18,14.0,43.40492860692903
4543,18,19,8.0,5.780826812089445
4543,18,6,8.0,5.493331431662825
4543,18,11,2.0,13.463284550606968
4543,19,12,3.0,21.22894672398041
4543,19,7,5.0,1.7625972793616906
4543,19,10,4.0,1.9367872378571103
4543,19,9,8.0,4.543324684003224
4543,19,8,10.0,12.47722655411038
4543,20,14,7.0,1.9665410358903397
4543,20,10,14.0,14.421320085672757
4543,20,14,2.0,2.6241722436127484
4543,20,7,7.0,0.8882565763195168
4543,20,6,11.0,0.9729355757643685
4543,21,13,3.0,21.978819966408324
4543,21,7,2.0,11.219040303872173
4543,21,16,8.0,3.774233860442384
4543,21,19,3.0,4.716493486411756
4543,21,10,5.0,22.305142879670562
4543,22,13,5.0,0.9360032161161219
4543,22,10,1.0,10.724358600773312
4543,22,7,7.0,1.6356259477320416
4543,22,16,3.0,4.821857781843754
4543,22,12,10.0,1.6520494069971077
4543,23,11,14.0,7.325624830210299
4543,23,19,4.0,34.77861867158925
4543,23,13,6.0,5.28197140792876
4543,23,7,6.0,1.7029571943608888
4543,23,7,5.0,9.55445049216264
4543,24,9,7.0,5.049280073176471
4543,24,6,3.0,3.1783648038007666
4543,24,7,5.0,11.619907515566544
4543,24,15,4.0,12.814650755294197
4543,24,17,6.0,25.9374329741726
4543,25,13,4.0,37.63353893572669
4543,25,5,8.0,6.421735997301587
4543,25,11,6.0,10.169084890847895
4543,25,12,4.0,11.854512743511162
4543,25,14,7.0,3.3977396114108482
4543,26,14,4.0,1.6363757963916252
4543,26,7,1.0,8.494442012126271
4543,26,5,9.0,3.0546952268063374
4543,26,16,6.0,8.781014464025022
4543,26,7,14.0,8.324278882844725
4543,27,9,1.0,27.719523845066174
4543,27,14,3.0,1.4464529009719007
4543,27,6,1.0,6.640113214114594
4543,27,9,6.0,38.67287094742432
4543,27,10,5.0,1.4147351597836173
4543,28,13,3.0,11.647135090807694
4543,28,15,7.0,14.411997921362106
4543,28,11,9.0,27.59998552431887
4543,28,11,5.0,9.217760987919903
4543,28,10,6.0,15.393802544400195
4543,28,7,6.0,6.269762719009584
4543,29,12,6.0,5.278510375808027
4543,29,6,5.0,5.636667635256266
4543,29,6,5.0,2.80953437643027
4543,29,21,9.0,28.680908618276575
4543,29,18,14.0,31.34101085517746
4543,30,11,7.0,3.06794843753221
4543,30,7,3.0,10.7571834391443
4543,30,7,3.0,7.169746623731742
4543,30,14,14.0,2.877027077561272
4543,30,7,4.0,16.254033807377514
4543,31,8,6.0,7.8284641154440395
4543,31,6,9.0,7.750805200851921
4543,31,13,5.0,11.206213141428442
4543,31,6,3.0,13.220317522735517
4543,31,7,14.0,4.281202978782201
4543,31,17,7.0,3.218964242039749
4543,32,7,4.0,13.124540719049653
4543,32,12,6.0,9.854187881821849
4543,32,6,2.0,11.699484489509423
4543,32,6,14.0,20.863434474532678
4543,32,5,14.0,7.097844892485998
4543,33,12,14.0,15.353423791729304
4543,33,13,6.0,13.051565004367921
4543,33,7,14.0,1.0843986695641363
4543,33,6,3.0,38.664294229787224
4543,33,13,6.0,12.919537959252175
4543,33,6,6.0,17.61140049618852
4543,34,13,8.0,7.102522150588491
4543,34,6,5.0,7.235572255918782
4543,34,7,1.0,13.483223234329447
4543,34,12,2.0,15.053072842304394
4543,34,11,8.0,26.739746206457657
4543,34,5,6.0,4.125763356972931
4543,35,9,5.0,4.887383238743486
4543,35,8,3.0,5.573940716218134
4543,35,8,11.0,4.34741775943712
4543,35,6,3.0,24.74126172489896
4543,35,10,4.0,13.740719622903654
4543,36,16,7.0,5.013127695112361
4543,36,7,14.0,16.41784786231094
4543,36,6,14.0,30.27315365852965
4543,36,7,3.0,11.908726972553445
4543,36,6,1.0,4.694004321428787
4543,37,7,7.0,12.357431542382683
4543,37,7,3.0,11.956297050101242
4543,37,14,3.0,7.1431169049587355
4543,37,10,2.0,2.482733758251464
4543,37,7,13.0,10.089631316802219
4543,38,9,2.0,10.985309428628351
4543,38,7,14.0,35.21037023794046
4543,38,7,5.0,36.43830617450745
4543,38,6,5.0,39.53315119568289
4543,38,6,4.0,4.575081817028314
4543,39,21,10.0,25.064879395474097
4543,39,13,6.0,6.166975356009081
4543,39,5,13.0,14.760812569740118
4543,39,17,8.0,1.5196068566132723
4543,39,20,6.0,10.681563947278525
4543,39,7,10.0,16.652795570101855
4543,40,12,3.0,6.58950204124475
4543,40,8,3.0,7.81735614495908
4543,40,14,2.0,4.785403855431203
4543,40,6,13.0,1.0421780905118185
4543,40,8,6.0,4.793054572684373
4543,41,9,11.0,4.111743481540152
4543,41,9,5.0,7.318882034781005
4543,41,12,14.0,3.7851569977338926
4543,41,15,4.0,17.34178978522506
4543,41,9,4.0,3.494248172728324
4543,42,7,10.0,2.4979141295012495
4543,42,9,14.0,11.901506686608558
4543,42,15,4.0,14.193979159579934
4543,42,13,5.0,8.235948587432123
4543,42,6,13.0,4.7966531803640375
4543,43,6,14.0,12.089576019193057
4543,43,7,4.0,12.421564584191218
4543,43,9,7.0,3.0471883185897535
4543,43,6,11.0,8.024456905251684
4543,43,6,6.0,1.7347855749129846
4543,44,11,9.0,20.641417339602025
4543,44,23,5.0,27.606223285539727
4543,44,7,4.0,11.997816117660967
4543,44,8,4.0,10.516955596932238
4543,44,13,6.0,1.024514879348127
4543,45,8,2.0,22.028100800813466
4543,45,21,5.0,7.596759923616004
4543,45,11,14.0,17.1409012392562
4543,45,11,7.0,8.256197849339472
4543,45,7,4.0,3.530671722025352
4543,46,6,14.0,14.29224328750097
4543,46,10,2.0,4.298391035334562
4543,46,6,8.0,4.5104973183514305
4543,46,10,6.0,8.577205954062025
4543,46,14,3.0,3.490252054893239
4543,47,15,2.0,5.102394732766236
4543,47,7,9.0,2.5454459433434207
4543,47,7,3.0,19.08697146726014
4543,47,12,4.0,4.966836717686821
4543,47,8,14.0,2.178118321499092
4543,48,10,7.0,5.189778645351847
4543,48,8,14.0,4.943526595835794
4543,48,5,2.0,2.1600336223864405
4543,48,12,3.0,8.52368585545295
4543,48,6,5.0,19.653677661568825
4543,48,7,6.0,4.442104860883489
4543,49,7,14.0,1.6252617865368735
4543,49,20,1.0,2.9242450080227
4543,49,9,6.0,11.269780398866926
4543,49,7,5.0,17.58494401366087
4543,49,15,2.0,3.5898581712820015
4543,49,10,4.0,13.892782266511766
4543,50,8,10.0,8.786398959909166
4543,50,15,6.0,7.980818257455068
4543,50,16,5.0,14.04831412487309
4543,50,15,2.0,18.432832547827587
4543,50,7,14.0,13.049616564822076
4543,51,5,3.0,12.187406421648841
4543,51,7,4.0,7.796918667417387
4543,51,17,5.0,24.72546888388415
4543,51,8,7.0,3.056748160224377
4543,51,8,3.0,3.8779294921139886
4543,52,12,6.0,2.066828396134244
4543,52,8,4.0,41.855989828239075
4543,52,7,14.0,2.7632510362087555
4543,52,11,6.0,8.014236335872791
4543,52,8,8.0,36.08931411986034
4543,53,18,9.0,12.337003325036804
4543,53,12,5.0,35.82206587991019
4543,53,9,14.0,12.332555059223653
4543,53,11,1.0,0.9512024648160401
4543,53,7,13.0,18.533903153767824
4543,53,7,14.0,3.0767141040705077
4543,54,7,5.0,10.069646871943448
4543,54,6,5.0,2.9408968058310774
4543,54,6,14.0,18.893729503511786
4543,54,14,9.0,4.0174932225386755
4543,54,7,3.0,6.478318056317269
4543,55,7,6.0,42.814064315094654
4543,55,12,2.0,1.8048328177985047
4543,55,11,7.0,8.944480961878456
4543,55,10,9.0,11.832393309730719
4543,55,22,3.0,1.9065932407525183
4543,56,6,7.0,1.2648220540358297
4543,56,6,9.0,14.678982512075578
4543,56,4,10.0,1.3744783537214098
4543,56,8,1.0,1.5909944401510734
4543,56,6,6.0,12.784769505333568
4543,57,11,7.0,5.569628719222515
4543,57,20,3.0,10.824574953226817
4543,57,5,4.0,1.2480960432798711
4543,57,9,4.0,17.473353824386507
4543,57,6,10.0,2.992472702927109
4543,58,8,4.0,1.1655197298006401
4543,58,7,7.0,40.944160344650314
4543,58,9,5.0,0.963534057509581
4543,58,15,4.0,2.565819962822886
4543,58,9,13.0,6.248451850068209
4543,59,5,11.0,13.682525088963667
4543,59,7,5.0,8.123543885412841
4543,59,15,4.0,19.66491588342593
4543,59,14,12.0,7.344611180139536
4543,59,18,9.0,14.1059297915684
4543,60,5,7.0,5.619707704089222
4543,60,15,7.0,1.5351595916982248
4543,60,15,5.0,19.89419954765086
4543,60,7,5.0,9.907403740564762
4543,60,7,14.0,1.060146420038997
4543,61,8,12.0,4.403460712278466
4543,61,8,3.0,0.9009696161251267
4543,61,16,17.0,9.063812406432076
4543,61,14,4.0,39.45214108806955
4543,62,9,3.0,41.72454256956642
4543,62,12,7.0,7.503811814310463
4543,62,16,3.0,30.042387807746437
4543,62,7,4.0,4.688304543558698
4543,62,11,7.0,6.90665239566594
4543,63,16,5.0,17.02364405698893
4543,63,7,14.0,5.601265837171005
4543,63,7,4.0,42.13664706089353
4543,63,12,6.0,2.2986576667015886
4543,63,6,6.0,8.98826183724186
4543,64,12,7.0,4.905299641575572
4543,64,6,2.0,1.648431275735814
4543,64,6,4.0,12.379408513289302
4543,64,7,11.0,8.789057371108889
4543,64,6,3.0,5.625741044988311
4543,65,6,1.0,4.042795690107788
4543,65,13,5.0,8.470176525744826
4543,65,17,2.0,31.779628881212354
4543,65,7,4.0,7.482296593148616
4543,65,16,2.0,13.61245873112254
4543,66,10,3.0,4.6072224803451824
4543,66,7,14.0,3.9742085286490996
4543,66,6,7.0,13.052926561613239
4543,66,9,10.0,8.519651368406427
4543,66,10,4.0,8.300118088992441
4543,66,7,4.0,2.3581278268184533
4543,67,11,7.0,2.6830116958056407
4543,67,7,5.0,11.679821266650542
4543,67,12,2.0,6.2820452820290535
4543,67,10,3.0,30.458067520834703
4543,67,11,8.0,1.0583655044072287
4543,68,15,3.0,18.906317440615716
4543,68,15,7.0,23.179167985907693
4543,68,8,4.0,28.38103065373946
4543,68,14,8.0,5.839608658724011
4543,68,16,6.0,1.2633133493311803
4543,69,16,6.0,2.2878670293571894
4543,69,8,5.0,15.952299909939905
4543,69,7,3.0,1.5354168050213506
4543,69,11,5.0,4.667816103334909
4543,69,7,14.0,27.9053569634856
4543,70,7,4.0,3.0608290338719897
4543,70,6,14.0,24.31279194266798
4543,70,9,2.0,14.179657875835282
4543,70,17,6.0,11.945760729191361
4543,70,8,6.0,2.025940937037534
4543,71,12,7.0,12.823735132855111
4543,71,7,3.0,13.175768316370286
4543,71,5,14.0,38.29578508056913
4543,71,7,2.0,3.3835381786545056
4543,71,16,6.0,5.91473773392968
4543,71,18,6.0,10.469088963323655
4543,72,7,7.0,13.615975566875482
4543,72,17,15.0,10.205027477586688
4543,72,7,2.0,6.780950409443613
4543,72,13,5.0,11.573509260615953
4543,73,7,3.0,2.262313845424477
4543,73,11,5.0,3.9885179664300803
4543,73,7,11.0,7.363175541206663
4543,73,9,11.0,2.9968586942485893
4543,73,6,9.0,2.876410633069193
4543,73,17,3.0,24.557787736824434
4543,74,8,11.0,12.370368728330833
4543,74,6,3.0,17.220378120506624
4543,74,7,12.0,1.5922088853923908
4543,74,6,3.0,12.147184255471043
4543,74,11,3.0,1.9018399647613702
4543,75,5,3.0,17.187254214460783
4543,75,13,2.0,3.820050375609396
4543,75,16,3.0,36.53462720264823
4543,75,6,4.0,13.729475556371606
4543,75,8,2.0,8.104597302158194
4543,76,7,4.0,3.5703921595321644
4543,76,16,7.0,15.913934202137995
4543,76,10,8.0,10.215851305781522
4543,76,6,5.0,1.5857430937498138
4543,76,6,3.0,17.27741892998758
4543,76,6,4.0,14.2635339497247
4543,77,9,4.0,42.057126478235645
4543,77,6,8.0,5.027854771855884
4543,77,7,6.0,7.808591144830496
4543,77,6,3.0,41.37788017727061
4543,77,12,14.0,15.582393089593916
4543,78,8,6.0,27.655018970164388
4543,78,9,10.0,9.863317301772451
4543,78,6,11.0,14.068475221824402
4543,78,16,6.0,10.771771131068554
4543,78,5,11.0,4.645545465916848
4543,79,15,3.0,13.668747938235548
4543,79,6,14.0,3.4642486597373408
4543,79,8,2.0,12.325529659426296
4543,79,14,5.0,43.03165399967602
4543,79,7,6.0,6.0486475199787035
4543,79,15,2.0,3.5271074578281967
4544,0,6,1.0,2.409137474352986
4544,0,6,5.0,1.883235102422997
4544,0,9,6.0,17.60384722579068
4544,0,7,14.0,28.472125852706984
4544,0,8,12.0,19.82162794159174
4544,1,7,10.0,3.861452471007905
4544,1,21,14.0,24.83550791639605
4544,1,12,8.0,1.0369835548952586
4544,1,16,9.0,5.461110456597654
4544,1,16,10.0,1.0859073319826515
4544,2,8,3.0,12.61935565402755
4544,2,7,3.0,3.5897136657502844
4544,2,8,11.0,0.9816491922600492
4544,2,8,3.0,6.544969392343358
4544,2,7,7.0,5.381129870038707
4544,3,6,10.0,4.600803217311578
4544,3,12,7.0,19.212022367974303
4544,3,8,6.0,2.4009300306063275
4544,3,6,4.0,16.605666079325246
4544,3,5,14.0,3.175323875188438
4544,4,7,11.0,26.645754237314062
4544,4,11,3.0,12.173781622495111
4544,4,7,4.0,3.2250145869060973
4544,4,16,1.0,32.44942422764417
4544,4,10,4.0,4.730850891162275
4544,5,7,11.0,8.86748484363347
4544,5,7,7.0,6.791569917486016
4544,5,6,6.0,2.5472725743726
4544,5,7,3.0,4.912349233397029
4544,5,6,3.0,26.61377499919779
4544,6,11,3.0,5.867941097537419
4544,6,7,14.0,3.602052132461489
4544,6,6,4.0,43.817490314172275
4544,6,10,1.0,1.7871233469347305
4544,6,13,14.0,5.687846490173654
4544,7,17,14.0,9.097149510173006
4544,7,14,1.0,18.8726360333859
4544,7,12,13.0,13.20061852847387
4544,7,10,3.0,15.319057905758076
4544,7,10,14.0,3.57404083750812
4544,8,8,4.0,23.347219140140577
4544,8,12,4.0,7.917583976798787
4544,8,5,2.0,22.97739886314121
4544,8,7,5.0,6.549819887193542
4544,8,7,11.0,9.330120473432022
4544,8,7,8.0,12.21193597423303
4544,8,17,6.0,5.781807147100963
4544,9,8,10.0,10.81879002723309
4544,9,6,4.0,16.943646749221948
4544,9,7,4.0,6.613088539149897
4544,9,15,14.0,2.9857211906074754
4544,9,11,8.0,8.267534013179471
4544,10,15,5.0,9.180721146436557
4544,10,12,3.0,12.612483943269398
4544,10,12,11.0,10.623440186917172
4544,10,7,3.0,15.972104788624184
4544,10,6,14.0,11.850099620984086
4544,11,7,2.0,9.515522595913316
4544,11,5,3.0,3.1367261227982093
4544,11,7,6.0,24.57789989108578
4544,11,5,9.0,3.1579540404297792
4544,11,9,4.0,38.723873326795946
4544,12,7,6.0,5.004978777312725
4544,12,7,7.0,15.780869929528112
4544,12,19,2.0,4.666992942214192
4544,12,10,14.0,6.580014836756237
4544,12,12,4.0,14.56126339161415
4544,12,9,3.0,5.570075405040853
4544,13,6,4.0,6.7674655956555565
4544,13,6,11.0,7.203272825575072
4544,13,13,7.0,27.049927881936163
4544,13,15,4.0,12.39847549672753
4544,13,8,1.0,28.31159095301577
4544,14,6,9.0,15.780395213048461
4544,14,7,7.0,35.5425151114353
4544,14,7,3.0,22.147449506241205
4544,14,7,6.0,2.10398675929375
4544,14,6,1.0,4.142794425226913
4544,15,13,3.0,25.526854088338165
4544,15,11,5.0,2.5337017770329746
4544,15,11,4.0,8.034418391884124
4544,15,7,3.0,19.48365510462128
4544,15,11,13.0,4.3750569572161675
4544,16,6,2.0,20.758557329268044
4544,16,12,5.0,3.709826615569247
4544,16,15,4.0,5.575166230466067
4544,16,15,7.0,26.713263506917137
4544,16,18,2.0,8.696300735049132
4544,17,6,1.0,5.146250672558281
4544,17,7,9.0,39.86641225979365
4544,17,8,6.0,28.805414578363184
4544,17,7,9.0,9.71867726329477
4544,17,6,3.0,9.255552085876452
4544,17,15,12.0,14.546681905436357
4544,17,8,4.0,10.73055614746707
4544,18,13,4.0,21.896309375528084
4544,18,12,3.0,42.787744297115594
4544,18,7,14.0,11.007462438742749
4544,18,10,9.0,5.792203476356788
4544,18,5,2.0,9.674121727273803
4544,18,12,5.0,45.75908610132238
4544,19,16,5.0,14.46018099504436
4544,19,5,4.0,44.39938619821366
4544,19,8,3.0,40.502255063281716
4544,19,21,13.0,4.544635966922378
4544,19,11,2.0,3.4251467076404998
4544,20,7,11.0,13.66464721514524
4544,20,9,7.0,2.8394974202394367
4544,20,7,8.0,31.68329481560085
4544,20,7,5.0,19.153417065747025
4544,20,7,4.0,2.926802092909956
4544,20,9,9.0,2.634147274372991
4544,20,6,3.0,4.882189228507072
4544,21,9,6.0,3.5716528607913602
4544,21,7,12.0,12.103242326405853
4544,21,8,12.0,19.73760823182778
4544,21,13,14.0,13.608032021131317
4544,21,8,4.0,14.409803323743537
4544,21,7,4.0,3.094947740221818
4544,22,6,14.0,5.72826337962643
4544,22,6,4.0,4.012221307371513
4544,22,20,8.0,34.02902178583195
4544,22,9,5.0,9.3721355337703
4544,22,16,9.0,16.40866357127332
4544,23,9,6.0,1.289665415337677
4544,23,7,14.0,16.670067304782716
4544,23,9,4.0,1.6939994395085023
4544,23,6,8.0,1.6792169637442864
4544,23,15,5.0,20.745543096373012
4544,24,6,5.0,2.49704584999897
4544,24,7,7.0,7.5832683073559926
4544,24,23,5.0,1.1542783934371643
4544,24,16,11.0,15.936945172333385
4544,24,10,1.0,8.98565987914395
4544,25,6,2.0,6.442696154490713
4544,25,7,14.0,13.711565210726905
4544,25,16,3.0,10.30525141380183
4544,25,16,5.0,4.019900853095639
4544,25,6,2.0,5.286134344224096
4544,26,6,9.0,4.721514884666014
4544,26,17,4.0,23.613787949846962
4544,26,14,14.0,14.211525706483798
4544,26,6,5.0,7.549086710330193
4544,26,10,1.0,1.6368173546025289
4544,27,6,9.0,3.5880832302683796
4544,27,16,8.0,3.3393509690822154
4544,27,6,3.0,5.270768828872058
4544,27,7,2.0,5.715784601001675
4544,27,15,2.0,6.048927245926456
4544,28,6,13.0,1.4193580406096515
4544,28,6,3.0,5.198412607555429
4544,28,16,3.0,2.242408856448208
4544,28,8,4.0,22.740616094051543
4544,28,6,4.0,8.840298133634912
4544,29,22,2.0,13.051830906311611
4544,29,6,12.0,6.905124131800106
4544,29,14,1.0,1.3603169014018235
4544,29,9,14.0,32.01635544523252
4544,29,17,4.0,6.659651911455162
4544,30,11,4.0,4.1136286655550105
4544,30,8,3.0,5.136390470089913
4544,30,13,14.0,16.80417116008616
4544,30,11,12.0,5.5777416548891035
4544,30,5,9.0,11.775102616211242
4544,30,17,2.0,10.980664028394067
4544,31,6,2.0,12.369903027335539
4544,31,8,14.0,11.27552406136434
4544,31,8,1.0,8.571693322453468
4544,31,17,1.0,6.640957372857664
4544,31,8,4.0,4.520785437268109
